"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Competition";"Competition ID";"Season";"Season ID";"Position";"Position Group";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"PSV-99";"TOP 5 PSV-99";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"Explosive Acceleration to Sprint Count";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"Change of Direction Count";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Yassine Belkhdim";"Y. Belkhdim";"133039";"2002-02-14";"Angers SCO";"98";"FRA - Ligue 1";"3";"2025/2026";"129";"RW";"Wide Attacker";"86.33";"10";"0";"11660.7";"135.08";"2001.8";"1130.3";"108.6";"515.0";"23.5";"1645.3";"132.1";"29.5";"30.0";"133.8";"8.5";"98.1";"32.3";"5.4";"0.76";"0.78";"1.9";"1.39";"1.48";"60.3";"1.94";"2.67";"12156.88";"135.08";"2086.98";"1178.4";"113.22";"536.91";"24.5";"1715.31";"137.72";"139.49";"8.86";"102.27";"33.67";"5.63";"1.98";"62.87"
"Daniel Kankam Kyerewaa";"D. Kyerewaa";"133546";"2001-10-05";"Reading";"59";"ENG - League One";"101";"2025/2026";"129";"LW";"Wide Attacker";"98.11";"9";"0";"10577.11";"107.81";"1642.22";"708.0";"69.67";"294.78";"14.78";"1002.78";"84.44";"30.41";"30.88";"126.33";"9.44";"97.78";"27.67";"5.78";"0.7";"0.7";"2.33";"1.44";"1.5";"52.44";"2.04";"2.7";"9702.86";"107.81";"1506.48";"649.48";"63.91";"270.41";"13.56";"919.89";"77.46";"115.89";"8.66";"89.7";"25.38";"5.3";"2.14";"48.11"
"Adrian Segecic";"A. Segecic";"133854";"2004-06-01";"Portsmouth";"50";"ENG - Championship";"31";"2025/2026";"129";"RW";"Wide Attacker";"88.17";"8";"0";"10366.75";"117.58";"1680.88";"738.38";"72.38";"252.38";"14.62";"990.75";"87.0";"29.12";"29.86";"118.88";"9.25";"88.12";"21.88";"7.38";"0.66";"0.71";"1.75";"1.47";"null";"49.12";"2.03";"2.75";"10581.82";"117.58";"1715.75";"753.69";"73.88";"257.61";"14.93";"1011.3";"88.8";"121.34";"9.44";"89.95";"22.33";"7.53";"1.79";"50.14"
"Elijah Henry Just";"E. Just";"137353";"2000-05-01";"Motherwell";"243";"SCO - Premiership";"18";"2025/2026";"129";"AM";"Midfield";"84.38";"10";"0";"10678.4";"126.55";"1989.4";"891.4";"79.6";"289.3";"17.4";"1180.7";"97.0";"29.1";"29.82";"111.0";"6.3";"93.5";"19.5";"4.7";"0.68";"0.69";"1.6";"1.47";"1.59";"52.8";"1.93";"2.67";"11389.17";"126.55";"2121.82";"950.73";"84.9";"308.56";"18.56";"1259.29";"103.46";"118.39";"6.72";"99.72";"20.8";"5.01";"1.71";"56.31"
"Carlos Noom Quomah Baleba";"C. Baleba";"140244";"2004-01-03";"Brighton and Hove Albion";"308";"ENG - Premier League";"1";"2025/2026";"129";"RDM";"Midfield";"74.17";"9";"0";"8443.0";"113.83";"1270.89";"557.44";"54.0";"240.11";"11.78";"797.56";"65.78";"30.09";"30.64";"92.67";"5.78";"75.44";"15.56";"4.67";"0.61";"0.67";"1.67";"1.31";"1.39";"32.22";"1.94";"2.77";"10244.42";"113.83";"1542.05";"676.38";"65.52";"291.34";"14.29";"967.72";"79.81";"112.44";"7.01";"91.54";"18.87";"5.66";"2.02";"39.1"
"Emmanuel Fernandez";"E. Fernandez";"140569";"2001-11-20";"Rangers";"241";"SCO - Premiership";"18";"2025/2026";"129";"LCB";"Central Defender";"98.13";"14";"0";"10016.36";"102.07";"1239.29";"476.64";"46.14";"183.14";"9.57";"659.79";"55.71";"29.61";"31.04";"117.0";"7.07";"91.64";"14.64";"4.64";"0.65";"0.76";"1.36";"1.15";"1.75";"23.21";"2.07";"2.84";"9186.64";"102.07";"1136.63";"437.16";"42.32";"167.97";"8.78";"605.13";"51.1";"107.31";"6.49";"84.05";"13.43";"4.26";"1.24";"21.29"
"Matthew Joseph Virtue-Thick";"M. Virtue-Thick";"142074";"1997-05-02";"Fleetwood Town FC";"1724";"ENG - League Two";"204";"2025/2026";"129";"RM";"Midfield";"82.55";"16";"0";"9764.69";"118.29";"1737.81";"563.12";"46.12";"69.19";"5.06";"632.31";"51.19";"26.81";"28.2";"104.5";"3.56";"93.5";"11.25";"1.44";"0.73";"0.8";"0.06";"null";"null";"30.62";"1.99";"2.82";"10645.93";"118.29";"1894.65";"613.95";"50.29";"75.43";"5.52";"689.38";"55.81";"113.93";"3.88";"101.94";"12.27";"1.57";"0.07";"33.39"
"Lewis Billington";"L. Billington";"142173";"2004-02-17";"Crewe Alexandra FC";"1726";"ENG - League Two";"204";"2025/2026";"129";"RB";"Full Back";"98.33";"23";"0";"11158.96";"113.48";"1716.26";"700.91";"61.09";"175.74";"10.57";"876.65";"71.65";"28.59";"30.14";"115.83";"7.09";"93.57";"16.04";"4.26";"0.59";"0.66";"0.78";"1.18";"1.42";"35.74";"1.99";"2.66";"10213.21";"113.48";"1570.8";"641.51";"55.91";"160.84";"9.67";"802.35";"65.58";"106.01";"6.49";"85.64";"14.68";"3.9";"0.72";"32.71"
"Giovane Santana do Nascimento";"Giovane";"145066";"2003-11-24";"Hellas Verona";"157";"ITA - Serie A";"5";"2025/2026";"129";"CF";"Center Forward";"85.87";"16";"0";"10028.44";"116.79";"1276.75";"642.69";"69.0";"271.25";"16.25";"913.94";"85.25";"29.71";"30.8";"104.38";"7.88";"80.69";"16.44";"7.0";"0.67";"0.7";"1.19";"1.32";"1.47";"45.06";"1.87";"2.72";"10511.3";"116.79";"1338.22";"673.63";"72.32";"284.31";"17.03";"957.94";"89.35";"109.4";"8.25";"84.57";"17.23";"7.34";"1.24";"47.23"
"Joel Chima Fujita";"J. Fujita";"152118";"2002-02-16";"FC St. Pauli";"122";"GER - Bundesliga";"6";"2025/2026";"129";"LM";"Midfield";"95.99";"10";"0";"11341.0";"118.14";"1767.5";"658.3";"53.9";"150.3";"7.4";"808.6";"61.3";"27.27";"28.34";"105.3";"3.8";"93.3";"14.8";"2.6";"0.68";"0.72";"0.6";"1.43";"1.43";"46.5";"2.0";"2.61";"10632.93";"118.14";"1657.15";"617.2";"50.53";"140.92";"6.94";"758.12";"57.47";"98.73";"3.56";"87.47";"13.88";"2.44";"0.56";"43.6"
"Akor Jerome Adams";"A. Adams";"152183";"2000-01-29";"Sevilla FC";"266";"ESP - LaLiga";"4";"2025/2026";"129";"CF";"Center Forward";"99.75";"11";"0";"10186.82";"102.12";"1269.18";"666.64";"72.36";"310.55";"17.64";"977.18";"90.0";"30.35";"31.14";"105.91";"12.0";"84.55";"21.91";"10.27";"0.59";"0.59";"2.91";"1.21";"1.31";"43.45";"1.87";"2.58";"9191.11";"102.12";"1145.13";"601.48";"65.29";"280.19";"15.91";"881.67";"81.2";"95.56";"10.83";"76.28";"19.77";"9.27";"2.62";"39.21"
"Leny Yoro";"L. Yoro";"152232";"2005-11-13";"Manchester United";"31";"ENG - Premier League";"1";"2025/2026";"129";"RCB";"Central Defender";"85.26";"11";"0";"8956.91";"105.06";"1210.09";"415.0";"37.64";"122.27";"6.82";"537.27";"44.45";"29.04";"30.44";"101.36";"5.09";"77.36";"10.45";"3.64";"0.7";"0.86";"1.0";"1.36";"null";"27.45";"1.95";"2.84";"9455.3";"105.06";"1277.42";"438.09";"39.73";"129.08";"7.2";"567.17";"46.93";"107.0";"5.37";"81.67";"11.04";"3.84";"1.06";"28.98"
"Ben Woods";"B. Woods";"152371";"2002-09-27";"Peterborough United";"1869";"ENG - League One";"101";"2025/2026";"129";"LDM";"Midfield";"88.88";"8";"0";"11108.0";"124.98";"2223.0";"659.12";"49.88";"103.88";"6.62";"763.0";"56.5";"26.94";"27.5";"126.38";"4.5";"103.25";"10.62";"2.88";"0.76";"0.98";"0.38";"null";"null";"45.25";"2.12";"2.83";"11248.08";"124.98";"2251.03";"667.44";"50.5";"105.18";"6.71";"772.62";"57.21";"127.97";"4.56";"104.55";"10.76";"2.91";"0.38";"45.82"
"Dara  Costelloe";"D. Costelloe";"152372";"2002-12-11";"Wigan Athletic";"38";"ENG - League One";"101";"2025/2026";"129";"CF";"Center Forward";"80.68";"14";"0";"9963.93";"123.5";"1535.64";"725.29";"78.29";"312.07";"19.0";"1037.36";"97.29";"30.0";"31.12";"102.43";"10.64";"82.57";"19.57";"8.5";"0.61";"0.67";"2.57";"1.12";"1.21";"60.0";"1.75";"2.56";"11114.81";"123.5";"1713.02";"809.06";"87.33";"348.12";"21.19";"1157.18";"108.52";"114.26";"11.87";"92.11";"21.83";"9.48";"2.87";"66.93"
"Matthew Baker";"M. Baker";"152384";"2003-02-06";"Newport County AFC";"2815";"ENG - League Two";"204";"2025/2026";"129";"LCB";"Central Defender";"96.05";"11";"0";"10069.91";"104.85";"1308.55";"423.27";"38.55";"119.18";"6.82";"542.45";"45.36";"28.7";"29.88";"112.91";"5.82";"81.36";"11.36";"4.0";"0.64";"0.75";"1.55";"1.11";"null";"21.18";"2.08";"2.88";"9436.07";"104.85";"1226.18";"396.63";"36.12";"111.68";"6.39";"508.31";"42.51";"105.8";"5.45";"76.24";"10.65";"3.75";"1.45";"19.85"
"Daniel Kanu";"D. Kanu";"153507";"2004-11-14";"Walsall FC";"2508";"ENG - League Two";"204";"2025/2026";"129";"CF";"Center Forward";"87.79";"22";"0";"9542.86";"108.7";"1160.05";"462.77";"53.27";"216.91";"12.23";"679.68";"65.5";"30.79";"32.28";"95.41";"6.73";"76.05";"17.36";"4.73";"0.58";"0.64";"1.73";"1.15";"1.36";"24.82";"1.77";"2.72";"9782.99";"108.7";"1189.24";"474.42";"54.61";"222.37";"12.53";"696.78";"67.15";"97.81";"6.9";"77.96";"17.8";"4.85";"1.77";"25.44"
"Nicolò Savona";"N. Savona";"154039";"2003-03-19";"Nottingham Forest";"747";"ENG - Premier League";"1";"2025/2026";"129";"RB";"Full Back";"94.47";"10";"0";"10546.4";"111.64";"1459.5";"627.6";"62.2";"260.2";"13.6";"887.8";"75.8";"30.42";"31.58";"115.2";"6.9";"93.3";"19.7";"5.2";"0.64";"0.65";"2.7";"1.26";"1.26";"38.0";"1.98";"2.56";"10047.73";"111.64";"1390.49";"597.93";"59.26";"247.9";"12.96";"845.82";"72.22";"109.75";"6.57";"88.89";"18.77";"4.95";"2.57";"36.2"
"Samuel Iling-Junior";"S. Iling-Junior";"154043";"2003-10-04";"West Bromwich Albion";"34";"ENG - Championship";"31";"2025/2026";"129";"RW";"Wide Attacker";"82.52";"8";"0";"9561.5";"115.87";"1627.75";"677.0";"60.62";"197.38";"9.88";"874.38";"70.5";"29.31";"30.24";"108.0";"7.12";"93.12";"20.25";"4.88";"0.67";"0.8";"1.12";"1.62";"1.76";"40.75";"2.04";"2.81";"10428.09";"115.87";"1775.28";"738.36";"66.12";"215.26";"10.77";"953.62";"76.89";"117.79";"7.77";"101.57";"22.09";"5.32";"1.23";"44.44"
"Diego Manuel Jadon da Silva Moreira";"Diego Moreira";"154055";"2004-08-06";"RC Strasbourg Alsace";"311";"FRA - Ligue 1";"3";"2025/2026";"129";"LWB";"Full Back";"86.44";"8";"0";"10037.62";"116.12";"1413.5";"712.38";"71.38";"331.5";"17.12";"1043.88";"88.5";"31.1";"31.62";"110.88";"10.62";"85.5";"22.0";"8.12";"0.61";"0.61";"3.12";"1.24";"1.24";"49.5";"1.93";"2.6";"10450.82";"116.12";"1471.69";"741.7";"74.31";"345.15";"17.83";"1086.85";"92.14";"115.44";"11.06";"89.02";"22.91";"8.46";"3.25";"51.54"
"Mateus Gonçalo Espanha Fernandes";"Mateus Fernandes";"154067";"2004-07-10";"West Ham United";"37";"ENG - Premier League";"1";"2025/2026";"129";"LM";"Midfield";"97.65";"8";"0";"11195.75";"114.65";"1816.0";"612.12";"57.12";"147.0";"9.5";"759.12";"66.62";"27.93";"28.46";"119.0";"4.75";"100.5";"18.75";"4.12";"0.63";"0.78";"2.25";"1.4";"1.67";"41.12";"2.01";"2.96";"10318.22";"114.65";"1673.66";"564.15";"52.65";"135.48";"8.76";"699.62";"61.4";"109.67";"4.38";"92.62";"17.28";"3.8";"2.07";"37.9"
"Youssef Ramalho Chermiti";"Youssef Chermiti";"154076";"2004-05-24";"Rangers";"241";"SCO - Premiership";"18";"2025/2026";"129";"CF";"Center Forward";"85.19";"8";"0";"9487.88";"111.37";"1278.5";"636.0";"66.12";"244.88";"15.12";"880.88";"81.25";"29.93";"31.0";"102.5";"8.5";"83.62";"16.62";"5.5";"0.69";"0.8";"2.5";"1.32";"1.48";"42.12";"1.91";"3.04";"10023.14";"111.37";"1350.63";"671.88";"69.86";"258.69";"15.98";"930.57";"85.83";"108.28";"8.98";"88.34";"17.56";"5.81";"2.64";"44.5"
"Álex Valle Gómez";"Álex Valle";"154098";"2004-04-25";"Como 1907";"1948";"ITA - Serie A";"5";"2025/2026";"129";"LB";"Full Back";"97.13";"15";"0";"10948.67";"112.72";"1717.93";"881.2";"85.53";"352.2";"19.73";"1233.4";"105.27";"29.89";"30.86";"133.53";"12.53";"107.8";"27.93";"9.8";"0.61";"0.65";"3.33";"1.25";"1.28";"55.53";"1.84";"2.56";"10145.08";"112.72";"1591.84";"816.52";"79.26";"326.35";"18.28";"1142.87";"97.54";"123.73";"11.61";"99.89";"25.88";"9.08";"3.09";"51.46"
"Tyreece Campbell";"T. Campbell";"156501";"2003-09-14";"Charlton Athletic";"877";"ENG - Championship";"31";"2025/2026";"129";"LW";"Wide Attacker";"88.73";"9";"0";"8814.67";"99.34";"1049.78";"551.0";"65.44";"341.89";"16.78";"892.89";"82.22";"32.56";"33.1";"96.78";"10.11";"70.78";"21.67";"8.0";"0.58";"0.58";"3.78";"1.17";"1.17";"44.33";"1.98";"2.71";"8940.87";"99.34";"1064.81";"558.89";"66.38";"346.78";"17.02";"905.67";"83.4";"98.16";"10.26";"71.79";"21.98";"8.11";"3.83";"44.97"
"Noah Sadiki";"N. Sadiki";"161655";"2004-12-17";"Sunderland";"35";"ENG - Premier League";"1";"2025/2026";"129";"LM";"Midfield";"97.79";"10";"0";"11477.9";"117.37";"1744.2";"630.4";"62.5";"190.1";"10.5";"820.5";"73.0";"29.12";"30.02";"114.9";"6.9";"96.2";"17.0";"5.5";"0.62";"0.63";"1.3";"1.23";"1.27";"51.8";"2.04";"2.58";"10563.56";"117.37";"1605.26";"580.18";"57.52";"174.96";"9.66";"755.14";"67.18";"105.75";"6.35";"88.54";"15.65";"5.06";"1.2";"47.67"
"Ashley Charles";"A. Charles";"163152";"1999-05-15";"Bromley FC";"3700";"ENG - League Two";"204";"2025/2026";"129";"DM";"Midfield";"99.1";"11";"0";"11292.82";"113.96";"1853.55";"604.09";"51.36";"91.82";"5.82";"695.91";"57.18";"26.93";"28.08";"112.27";"4.82";"92.27";"11.73";"3.0";"0.58";"0.61";"0.36";"null";"null";"42.0";"2.04";"2.78";"10256.0";"113.96";"1683.37";"548.63";"46.65";"83.39";"5.28";"632.02";"51.93";"101.96";"4.38";"83.8";"10.65";"2.72";"0.33";"38.14"
"Brodie Spencer";"B. Spencer";"163297";"2004-05-06";"Oxford United";"1588";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"95.88";"11";"0";"10782.45";"112.46";"1562.82";"693.82";"72.64";"251.64";"14.18";"945.45";"86.82";"29.62";"31.22";"126.82";"8.91";"99.64";"24.91";"7.27";"0.68";"0.7";"2.91";"1.21";"1.43";"41.45";"1.87";"2.6";"10121.49";"112.46";"1467.02";"651.29";"68.18";"236.21";"13.31";"887.5";"81.5";"119.04";"8.36";"93.53";"23.38";"6.83";"2.73";"38.91"
"Michael Forbes";"M. Forbes";"163300";"2004-04-29";"Northampton Town FC";"2811";"ENG - League One";"101";"2025/2026";"129";"LCB";"Central Defender";"93.42";"10";"0";"10043.1";"107.5";"1275.1";"498.1";"47.3";"155.9";"9.0";"654.0";"56.3";"29.48";"30.54";"113.6";"7.0";"87.1";"14.4";"4.6";"0.65";"0.67";"1.0";"1.32";"null";"19.8";"2.19";"2.8";"9675.09";"107.5";"1228.38";"479.85";"45.57";"150.19";"8.67";"630.04";"54.24";"109.44";"6.74";"83.91";"13.87";"4.43";"0.96";"19.07"
"Terry Devlin";"T. Devlin";"163301";"2003-11-06";"Portsmouth";"50";"ENG - Championship";"31";"2025/2026";"129";"RB";"Full Back";"97.67";"11";"0";"10810.91";"110.69";"1552.18";"692.55";"66.55";"256.45";"13.82";"949.0";"80.36";"29.14";"30.4";"120.64";"8.27";"96.45";"21.0";"4.18";"0.6";"0.66";"1.55";"1.25";"1.37";"43.55";"1.94";"2.82";"9961.81";"110.69";"1430.27";"638.15";"61.32";"236.31";"12.73";"874.46";"74.05";"111.16";"7.62";"88.88";"19.35";"3.85";"1.42";"40.13"
"Ruairi McConville";"R. McConville";"163302";"2005-05-01";"Norwich City";"57";"ENG - Championship";"31";"2025/2026";"129";"RCB";"Central Defender";"99.71";"17";"0";"10310.88";"103.41";"1343.94";"426.59";"40.24";"135.35";"6.53";"561.94";"46.76";"28.75";"30.42";"121.12";"6.18";"92.47";"12.53";"3.65";"0.71";"0.75";"0.88";"1.46";"1.55";"25.94";"2.14";"2.93";"9306.99";"103.41";"1213.09";"385.05";"36.32";"122.17";"5.89";"507.23";"42.21";"109.33";"5.58";"83.47";"11.31";"3.29";"0.8";"23.42"
"Nicolás Paz Martínez";"Nico Paz";"163356";"2004-09-08";"Como 1907";"1948";"ITA - Serie A";"5";"2025/2026";"129";"AM";"Midfield";"95.02";"20";"0";"10391.8";"109.37";"1560.2";"598.8";"55.75";"168.05";"8.9";"766.85";"64.65";"28.15";"30.32";"116.35";"6.8";"98.55";"18.6";"4.6";"0.64";"0.69";"0.9";"1.32";"1.51";"41.3";"1.86";"2.72";"9843.05";"109.37";"1477.81";"567.18";"52.81";"159.18";"8.43";"726.36";"61.24";"110.21";"6.44";"93.35";"17.62";"4.36";"0.85";"39.12"
"Ibou Touray";"I. Touray";"163637";"1994-12-24";"Bradford City AFC";"2810";"ENG - League One";"101";"2025/2026";"129";"LCB";"Central Defender";"99.61";"8";"0";"10593.62";"106.35";"1523.12";"619.38";"56.75";"155.0";"11.38";"774.38";"68.12";"28.56";"29.0";"134.38";"9.38";"97.12";"19.38";"6.75";"0.67";"0.74";"2.12";"1.32";"1.54";"31.25";"2.07";"2.76";"9571.15";"106.35";"1376.12";"559.59";"51.27";"140.04";"10.28";"699.63";"61.55";"121.41";"8.47";"87.75";"17.5";"6.1";"1.92";"28.23"
"Ibou Touray";"I. Touray";"163637";"1994-12-24";"Bradford City AFC";"2810";"ENG - League One";"101";"2025/2026";"129";"LWB";"Full Back";"97.45";"21";"0";"10471.24";"107.46";"1582.86";"744.38";"67.05";"230.67";"12.48";"975.05";"79.52";"29.15";"30.68";"136.19";"14.9";"105.0";"24.33";"11.1";"0.56";"0.56";"3.38";"1.22";"1.46";"40.67";"1.94";"2.48";"9670.95";"107.46";"1461.88";"687.49";"61.92";"213.04";"11.52";"900.53";"73.45";"125.78";"13.77";"96.98";"22.47";"10.25";"3.12";"37.56"
"Andri Lucas Gudjohnsen";"A. Gudjohnsen";"163721";"2002-01-29";"Blackburn Rovers";"42";"ENG - Championship";"31";"2025/2026";"129";"CF";"Center Forward";"83.37";"13";"0";"9443.85";"113.27";"1301.46";"550.69";"55.46";"168.69";"11.23";"719.38";"66.69";"28.64";"29.5";"93.54";"8.0";"72.69";"15.46";"5.46";"0.68";"0.71";"1.08";"1.42";"null";"34.0";"2.07";"2.85";"10194.65";"113.27";"1404.93";"594.47";"59.87";"182.1";"12.12";"776.58";"71.99";"100.97";"8.64";"78.47";"16.69";"5.9";"1.16";"36.7"
"Ji-Sung  Eom";"Eom Ji-Sung";"163832";"2002-05-09";"Swansea City";"55";"ENG - Championship";"31";"2025/2026";"129";"LW";"Wide Attacker";"72.59";"14";"0";"8272.36";"113.96";"1323.64";"674.36";"69.43";"255.07";"14.79";"929.43";"84.21";"29.25";"29.82";"104.43";"10.0";"79.71";"25.36";"7.57";"0.65";"0.69";"2.21";"1.3";"1.62";"47.93";"1.8";"2.57";"10256.0";"113.96";"1641.04";"836.06";"86.08";"316.24";"18.33";"1152.3";"104.41";"129.47";"12.4";"98.83";"31.44";"9.39";"2.75";"59.42"
"Phoenix Patterson";"P. Patterson";"164808";"2000-09-01";"Stevenage FC";"2817";"ENG - League One";"101";"2025/2026";"129";"LW";"Wide Attacker";"80.24";"9";"0";"8715.22";"108.62";"1215.11";"559.56";"56.0";"194.11";"11.0";"753.67";"67.0";"29.99";"30.74";"97.89";"7.56";"72.11";"18.0";"5.56";"0.65";"0.65";"1.67";"1.36";"1.43";"34.22";"1.99";"2.54";"9775.43";"108.62";"1362.93";"627.63";"62.81";"217.72";"12.34";"845.35";"75.15";"109.8";"8.47";"80.88";"20.19";"6.23";"1.87";"38.39"
"Lewis  Cass";"L. Cass";"166550";"2000-02-27";"Harrogate Town FC";"2818";"ENG - League Two";"204";"2025/2026";"129";"RB";"Full Back";"97.5";"10";"0";"10952.4";"112.33";"1563.1";"652.9";"58.4";"194.3";"10.5";"847.2";"68.9";"29.54";"30.66";"123.6";"9.8";"98.4";"18.4";"6.3";"0.6";"0.65";"1.8";"1.28";"1.43";"32.2";"2.25";"2.75";"10109.56";"112.33";"1442.81";"602.66";"53.91";"179.35";"9.69";"782.0";"63.6";"114.09";"9.05";"90.83";"16.98";"5.82";"1.66";"29.72"
"Dean Huijsen";"Dean Huijsen";"166770";"2005-04-14";"Real Madrid CF";"262";"ESP - LaLiga";"4";"2025/2026";"129";"LCB";"Central Defender";"92.47";"13";"0";"9878.08";"106.83";"1215.54";"438.31";"44.31";"164.31";"9.77";"602.62";"54.08";"30.22";"32.0";"105.0";"6.23";"81.46";"14.69";"4.46";"0.68";"0.73";"1.46";"1.3";"1.39";"32.46";"1.96";"2.94";"9614.7";"106.83";"1183.13";"426.62";"43.13";"159.93";"9.51";"586.55";"52.64";"102.2";"6.06";"79.29";"14.3";"4.34";"1.42";"31.6"
"Xavier Simons";"X. Simons";"167052";"2003-02-20";"Bolton Wanderers";"45";"ENG - League One";"101";"2025/2026";"129";"LDM";"Midfield";"86.8";"8";"0";"9745.62";"112.28";"1587.75";"544.5";"50.12";"161.12";"8.62";"705.62";"58.75";"28.65";"29.5";"105.62";"6.25";"86.0";"12.5";"4.25";"0.64";"0.65";"1.25";"1.24";"1.24";"28.0";"2.16";"2.92";"10105.15";"112.28";"1646.32";"564.59";"51.97";"167.07";"8.94";"731.66";"60.92";"109.52";"6.48";"89.17";"12.96";"4.41";"1.3";"29.03"
"Rafik Belghali";"R. Belghali";"167175";"2002-06-07";"Hellas Verona";"157";"ITA - Serie A";"5";"2025/2026";"129";"RWB";"Full Back";"93.45";"12";"0";"10670.33";"114.18";"1630.25";"726.25";"60.08";"246.83";"12.0";"973.08";"72.08";"29.53";"30.36";"109.67";"7.25";"88.75";"19.58";"5.08";"0.64";"0.7";"1.17";"1.21";"2.16";"44.42";"1.99";"2.58";"10276.25";"114.18";"1570.04";"699.43";"57.86";"237.72";"11.56";"937.14";"69.42";"105.62";"6.98";"85.47";"18.86";"4.9";"1.12";"42.78"
"Charlie Hughes";"C. Hughes";"167921";"2003-10-16";"Hull City";"47";"ENG - Championship";"31";"2025/2026";"129";"LCB";"Central Defender";"100.25";"23";"0";"9830.26";"98.06";"1188.22";"446.87";"44.35";"141.61";"8.48";"588.48";"52.83";"28.71";"30.06";"114.13";"6.09";"88.26";"13.7";"4.3";"0.66";"0.74";"1.13";"1.29";"1.51";"28.87";"1.84";"2.71";"8825.55";"98.06";"1066.78";"401.2";"39.82";"127.14";"7.61";"528.33";"47.43";"102.47";"5.46";"79.24";"12.3";"3.86";"1.01";"25.92"
"Andrej Ilić";"A. Ilić";"170510";"2000-04-03";"FC Union Berlin";"757";"GER - Bundesliga";"6";"2025/2026";"129";"CF";"Center Forward";"97.28";"13";"0";"10397.46";"106.88";"1329.0";"608.23";"64.31";"224.54";"12.85";"832.77";"77.15";"29.62";"30.52";"110.85";"7.08";"94.85";"15.85";"5.46";"0.68";"0.77";"2.15";"1.37";"1.49";"43.54";"1.94";"2.88";"9618.91";"106.88";"1229.49";"562.69";"59.49";"207.73";"11.88";"770.41";"71.38";"102.55";"6.55";"87.74";"14.66";"5.05";"1.99";"40.28"
"Géza David Turi";"G. Turi";"170536";"2001-10-06";"Grimsby Town FC";"2807";"ENG - League Two";"204";"2025/2026";"129";"DM";"Midfield";"82.08";"10";"0";"9357.4";"114.01";"1393.9";"368.5";"32.2";"54.7";"3.6";"423.2";"35.8";"26.75";"27.64";"93.2";"3.1";"78.4";"9.2";"1.3";"0.91";"1.0";"0.4";"1.9";"null";"22.2";"2.03";"2.96";"10260.93";"114.01";"1528.49";"404.08";"35.31";"59.98";"3.95";"464.06";"39.26";"102.2";"3.4";"85.97";"10.09";"1.43";"0.44";"24.34"
"Cameron McJannet";"C. McJannet";"170674";"1998-09-06";"Grimsby Town FC";"2807";"ENG - League Two";"204";"2025/2026";"129";"LCB";"Central Defender";"101.47";"28";"0";"10749.0";"105.94";"1491.68";"466.64";"41.11";"112.29";"6.89";"578.93";"48.0";"28.38";"30.9";"115.36";"4.5";"82.86";"9.32";"2.75";"0.68";"0.78";"0.68";"1.57";"1.76";"21.18";"1.8";"2.98";"9534.26";"105.94";"1323.11";"413.91";"36.46";"99.6";"6.11";"513.5";"42.58";"102.32";"3.99";"73.49";"8.27";"2.44";"0.6";"18.79"
"Eoin Toal";"E. Toal";"170675";"1999-02-15";"Bolton Wanderers";"45";"ENG - League One";"101";"2025/2026";"129";"RCB";"Central Defender";"98.38";"23";"0";"10556.87";"107.31";"1349.83";"427.74";"43.35";"130.3";"7.57";"558.04";"50.91";"28.9";"30.86";"117.78";"5.78";"87.74";"12.48";"3.87";"0.66";"0.66";"1.13";"1.37";"1.62";"23.26";"2.07";"2.94";"9657.66";"107.31";"1234.85";"391.31";"39.66";"119.21";"6.92";"510.51";"46.58";"107.75";"5.29";"80.27";"11.42";"3.54";"1.03";"21.28"
"Ryan Graydon";"R. Graydon";"170686";"1999-04-11";"Fleetwood Town FC";"1724";"ENG - League Two";"204";"2025/2026";"129";"CF";"Center Forward";"82.09";"16";"0";"8505.19";"103.61";"977.38";"502.19";"63.19";"335.81";"18.0";"838.0";"81.19";"31.56";"32.54";"98.88";"11.19";"74.19";"22.62";"8.06";"0.62";"0.68";"3.25";"1.12";"1.39";"32.25";"1.9";"2.64";"9324.66";"103.61";"1071.54";"550.57";"69.28";"368.17";"19.73";"918.74";"89.01";"108.4";"12.27";"81.34";"24.8";"8.84";"3.56";"35.36"
